0,0,338449620016:01
0,0,338449620024:01
0,0,338449620032:01
0,0,338449620040:01
0,0,338449620057:02
0,0,338449620065:02
0,0,338449620073:02
0,0,338449620081:02
0,0,338449620099:03
0,0,338449620107:03
0,0,338449620115:03
0,0,338449620123:03
0,0,338449620131:04
0,0,338449620149:04
0,0,338449620156:04
0,0,338449620164:04
0,0,338449620172:05
0,0,338449620180:05
0,0,338449620198:05
0,0,338449620206:05
0,0,338449620214:06
0,0,338449620222:06
0,0,338449620230:06
0,0,338449620248:06
0,0,338449620255:07
0,0,338449620263:07
0,0,338449620271:07
0,0,338449620289:07
0,0,338449620297:08
0,0,338449620305:08
0,0,338449620313:08
0,0,338449620321:08
0,0,338449620339:09
0,0,338449620347:09
0,0,338449620354:09
0,0,338449620362:09
0,0,338449620370:10
0,0,338449620388:10
0,0,338449620396:10
0,0,338449620404:11
0,0,338449620412:11
0,0,338449620420:11
0,0,338449620438:12
0,0,338449620446:12
0,0,338449620453:12
0,0,338449620461:13
0,0,338449620479:13
0,0,338449620487:13
0,0,338449620495:14
0,0,338449620503:14
0,0,338449620511:14
0,0,338449620529:15
0,0,338449620537:15
0,0,338449620545:15
0,0,338449620552:16
0,0,338449620560:16
0,0,338449620578:16
0,0,338449620586:17
0,0,338449620594:17
0,0,338449620602:17
0,0,338449620610:18
0,0,338449620628:18
0,0,338449620636:18
0,0,338449620644:19
0,0,338449620651:19
0,0,338449620669:20
0,0,338449620677:20
0,0,338449620685:21
0,0,338449620693:21
0,0,338449620701:22
0,0,338449620719:22
0,0,338449620727:23
0,0,338449620735:23
0,0,338449620743:24
0,0,338449620750:24
0,0,338449620768:25
0,0,338449620776:25
0,0,338449620784:26
0,0,338449620792:26
0,0,338449620800:27
0,0,338449620818:27
0,0,338449620826:28
0,0,338449620834:29
0,0,338449620842:30
0,0,338449620859:31
0,0,338449620867:32
0,0,338449620875:33
0,0,338449620883:34
0,0,338449620891:35
0,0,338449620909:36
